Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
8093,2,2017-01-12 01:17:55,2017-01-12 01:34:59,2,2.98,1,N,144,260,2,18.12,0.5,0.5,0.0,0.0,0.3,19.42,0.0
8094,2,2017-01-12 01:21:13,2017-01-12 01:42:00,1,1.34,1,N,147,14,2,16.33,0.5,0.5,0.0,0.0,0.3,17.63,2.5
8095,2,2017-01-12 01:22:16,2017-01-12 01:33:37,1,9.74,1,N,110,169,2,31.07,0.5,0.5,0.0,0.0,0.3,32.37,2.5
8096,1,2017-01-12 01:23:07,2017-01-12 02:01:27,1,2.39,1,N,228,138,1,29.29,0.0,0.5,4.64,0.0,0.3,34.73,2.5
8097,1,2017-01-12 01:28:36,2017-01-12 01:37:32,1,0.65,1,N,50,230,1,6.77,1.0,0.5,1.55,0.0,0.3,10.12,2.5
8098,1,2017-01-12 01:28:44,2017-01-12 02:04:42,3,2.59,1,N,43,240,2,24.14,0.5,0.5,0.0,0.0,0.3,25.44,2.5
8099,2,2017-01-12 01:29:55,2017-01-12 01:37:27,1,0.65,1,N,114,50,1,8.52,0.0,0.5,1.25,0.0,0.3,10.57,2.5
8100,2,2017-01-12 01:30:32,2017-01-12 01:48:37,2,0.45,1,N,106,205,1,12.3,0.0,0.5,1.64,0.0,0.3,14.74,2.5
8101,2,2017-01-12 01:33:15,2017-01-12 02:12:42,2,2.01,1,N,56,178,1,25.49,0.5,0.5,6.09,0.0,0.3,32.88,2.5
8102,1,2017-01-12 01:34:09,2017-01-12 02:16:36,1,1.27,1,N,147,204,1,27.48,0.5,0.5,3.21,0.0,0.3,31.99,2.5
8103,1,2017-01-12 01:34:59,2017-01-12 02:02:16,1,1.83,1,N,171,124,2,21.11,0.0,0.5,0.0,0.0,0.3,21.91,2.5
8104,2,2017-01-12 01:38:37,2017-01-12 02:11:24,1,2.65,1,N,63,156,1,25.91,1.0,0.5,6.11,0.0,0.3,33.82,2.5
8105,2,2017-01-12 01:44:02,2017-01-12 02:12:42,1,1.15,1,N,91,214,3,22.45,1.0,0.5,0.0,0.0,0.3,24.25,0.0
8106,1,2017-01-12 01:44:03,2017-01-12 01:55:15,2,4.39,1,N,180,236,3,19.95,1.0,0.5,0.0,0.0,0.3,21.75,2.5
8107,2,2017-01-12 01:44:09,2017-01-12 02:05:43,1,1.34,1,N,14,79,2,17.52,0.0,0.5,0.0,0.0,0.3,18.32,2.5
8108,2,2017-01-12 01:47:16,2017-01-12 02:05:35,1,1.97,1,N,119,11,1,17.78,1.0,0.5,2.39,0.0,0.3,21.97,2.5
8109,2,2017-01-12 01:48:04,2017-01-12 02:20:20,1,3.79,1,Y,84,261,2,28.6,0.0,0.5,0.0,0.0,0.3,29.4,2.5
8110,2,2017-01-12 01:49:10,2017-01-12 02:22:59,1,9.87,2,N,223,177,1,42.33,0.0,0.5,8.87,8.0,0.3,60.0,2.5
8111,1,2017-01-12 01:51:18,2017-01-12 02:06:54,6,1.9,1,N,203,3,1,15.76,0.5,0.5,2.82,0.0,0.3,19.88,2.5
8112,2,2017-01-12 01:52:03,2017-01-12 02:06:05,1,1.91,1,N,49,175,1,14.29,0.5,0.5,3.18,0.0,0.3,18.77,2.5
8113,2,2017-01-12 01:54:54,2017-01-12 02:26:12,1,5.18,1,N,214,131,1,31.98,0.0,0.5,7.75,0.0,0.3,40.53,2.5
8114,1,2017-01-12 01:56:28,2017-01-12 02:09:40,1,2.8,1,N,90,112,1,16.82,0.0,0.5,2.71,0.0,0.3,20.33,2.5
8115,1,2017-01-12 01:59:39,2017-01-12 02:33:02,5,2.91,1,N,23,160,1,28.69,0.5,0.5,7.01,0.0,0.3,37.0,0.0
8116,2,2017-01-12 02:02:33,2017-01-12 02:19:08,1,3.53,1,N,46,144,2,18.55,0.0,0.5,0.0,0.0,0.3,19.35,2.5
8117,1,2017-01-12 02:03:31,2017-01-12 02:13:45,1,1.73,1,N,117,225,1,12.47,0.0,0.5,1.88,0.0,0.3,15.15,2.5
8118,1,2017-01-12 02:04:49,2017-01-12 02:16:18,1,3.32,1,N,125,126,2,17.62,0.5,0.5,0.0,0.0,0.3,18.92,0.0
8119,2,2017-01-12 02:07:16,2017-01-12 02:09:19,1,14.16,1,Y,186,241,1,39.73,0.5,0.5,6.57,0.0,0.3,47.6,2.5
8120,1,2017-01-12 02:08:31,2017-01-12 02:22:53,5,2.61,1,N,25,105,1,14.14,0.0,0.5,3.52,0.0,0.3,18.46,2.5
8121,2,2017-01-12 02:08:36,2017-01-12 02:32:03,1,13.71,1,N,170,9,2,46.24,0.0,0.5,0.0,0.0,0.3,47.04,2.5
8122,1,2017-01-12 02:10:06,2017-01-12 03:39:38,1,0.92,1,N,23,1,1,50.77,0.0,0.5,11.73,0.0,0.3,63.3,0.0
8123,2,2017-01-12 02:10:49,2017-01-12 02:20:33,1,2.39,2,N,118,148,2,13.12,0.0,0.5,0.0,5.76,0.3,19.68,2.5
8124,1,2017-01-12 02:11:47,2017-01-12 02:23:35,1,2.88,1,N,38,238,2,13.81,0.0,0.5,0.0,0.0,0.3,14.61,2.5
8125,1,2017-01-12 02:12:44,2017-01-12 02:22:07,1,1.02,1,N,159,6,1,9.14,0.5,0.5,1.84,0.0,0.3,12.28,2.5
8126,1,2017-01-12 02:13:46,2017-01-12 02:22:32,5,2.31,1,N,252,251,2,14.8,1.0,0.5,0.0,0.0,0.3,16.6,2.5
8127,2,2017-01-12 02:14:15,2017-01-12 02:36:47,1,1.68,1,N,257,32,1,18.81,0.0,0.5,4.56,0.0,0.3,24.17,2.5
8128,2,2017-01-12 02:14:35,2017-01-12 02:25:59,1,1.67,1,N,31,209,1,11.99,1.0,0.5,2.11,0.0,0.3,15.9,2.5
8129,1,2017-01-12 02:16:51,2017-01-12 02:25:53,1,3.01,1,N,39,39,1,14.35,0.0,0.5,2.91,0.0,0.3,18.06,2.5
8130,2,2017-01-12 02:17:16,2017-01-12 02:37:09,1,9.77,1,N,165,100,1,37.53,0.5,0.5,5.01,0.0,0.3,43.84,0.0
8131,2,2017-01-12 02:21:52,2017-01-12 02:43:55,2,4.6,1,N,101,66,1,25.98,0.5,0.5,6.37,0.0,0.3,33.65,2.5
8132,2,2017-01-12 02:22:05,2017-01-12 02:31:16,1,5.41,1,N,230,171,1,18.41,0.0,0.5,3.89,0.0,0.3,23.1,2.5
8133,1,2017-01-12 02:24:32,2017-01-12 02:56:41,4,3.6,1,N,158,123,2,27.31,0.5,0.5,0.0,0.0,0.3,28.61,0.0
8134,2,2017-01-12 02:25:55,2017-01-12 03:14:07,1,1.46,1,N,130,265,4,29.67,0.0,0.5,0.0,0.0,0.3,30.47,2.5
8135,1,2017-01-12 02:26:47,2017-01-12 02:51:27,1,2.54,1,N,182,187,2,20.27,0.0,0.5,0.0,0.0,0.3,21.07,2.5
8136,1,2017-01-12 02:30:00,2017-01-12 02:51:54,3,2.96,1,N,151,207,2,19.88,1.0,0.5,0.0,0.0,0.3,21.68,0.0
8137,2,2017-01-12 02:30:00,2017-01-12 02:33:01,3,2.42,1,N,214,90,2,9.44,0.0,0.5,0.0,0.0,0.3,10.24,2.5
8138,2,2017-01-12 02:30:26,2017-01-12 02:38:43,1,2.33,4,N,235,108,1,13.62,0.5,0.5,1.76,0.0,0.3,16.68,0.0
8139,1,2017-01-12 02:31:03,2017-01-12 02:36:45,2,4.34,1,N,244,246,2,15.87,1.0,0.5,0.0,0.0,0.3,17.67,2.5
8140,1,2017-01-12 02:31:29,2017-01-12 03:00:14,1,5.99,1,N,178,201,1,29.77,0.0,0.5,3.57,0.0,0.3,34.14,2.5
8141,2,2017-01-12 02:37:44,2017-01-12 03:07:30,1,8.13,1,N,29,220,1,38.71,0.0,0.5,4.64,0.0,0.3,44.15,2.5
8142,2,2017-01-12 02:37:44,2017-01-12 02:58:12,1,2.74,1,N,34,170,1,17.94,1.0,0.5,3.76,0.0,0.3,23.5,2.5
8143,1,2017-01-12 02:38:01,2017-01-12 02:50:35,1,7.96,2,N,136,157,1,27.65,0.0,0.5,6.1,8.0,0.3,42.55,2.5
8144,2,2017-01-12 02:38:10,2017-01-12 02:50:37,1,2.67,5,N,137,159,2,14.47,0.5,0.5,0.0,0.0,0.3,15.77,2.5
8145,1,2017-01-12 02:39:46,2017-01-12 04:39:46,3,3.18,5,N,109,248,2,69.33,0.0,0.5,0.0,0.0,0.3,70.13,2.5
8146,1,2017-01-12 02:39:47,2017-01-12 03:06:01,1,3.94,1,N,157,112,1,26.06,0.5,0.5,3.85,0.0,0.3,31.21,2.5
8147,2,2017-01-12 02:40:30,2017-01-12 02:54:33,2,5.98,1,N,87,119,1,23.61,0.5,0.5,4.72,0.0,0.3,29.63,2.5
8148,1,2017-01-12 02:42:38,2017-01-12 03:03:46,1,12.79,1,N,130,200,2,46.14,0.0,0.5,0.0,0.0,0.3,46.94,2.5
8149,1,2017-01-12 02:43:20,2017-01-12 02:49:27,1,1.12,1,N,12,74,1,8.09,0.5,0.5,0.84,0.0,0.3,10.23,2.5
8150,2,2017-01-12 02:45:49,2017-01-12 03:08:12,4,2.38,1,N,175,110,1,21.07,0.0,0.5,3.55,0.0,0.3,25.42,2.5
8151,2,2017-01-12 02:46:59,2017-01-12 02:59:33,1,4.37,1,N,95,74,1,19.96,1.0,0.5,2.2,0.0,0.3,23.96,2.5
8152,1,2017-01-12 02:47:07,2017-01-12 03:08:28,1,1.27,1,N,199,27,1,19.48,0.0,0.5,3.05,0.0,0.3,23.33,2.5
8153,2,2017-01-12 02:49:17,2017-01-12 02:57:00,1,0.92,1,N,203,253,2,7.52,0.5,0.5,0.0,0.0,0.3,8.82,2.5
8154,2,2017-01-12 02:57:56,2017-01-12 03:51:39,1,2.53,1,N,70,140,1,36.16,0.5,0.5,5.05,0.0,0.3,42.51,2.5
8155,1,2017-01-12 02:58:22,2017-01-12 03:06:26,2,1.4,1,N,200,95,1,9.6,0.0,0.5,1.9,0.0,0.3,12.3,0.0
8156,2,2017-01-12 02:58:50,2017-01-12 03:10:38,2,4.52,1,N,218,168,1,19.04,1.0,0.5,3.05,0.0,0.3,23.89,2.5
8157,1,2017-01-12 02:59:44,2017-01-12 03:06:40,1,1.73,1,N,175,110,2,9.07,1.0,0.5,0.0,0.0,0.3,10.87,2.5
8158,1,2017-01-12 03:02:28,2017-01-12 03:11:29,4,4.29,1,N,56,256,1,14.11,0.5,0.5,3.47,0.0,0.3,18.88,2.5
8159,2,2017-01-12 03:02:45,2017-01-12 03:16:22,1,8.76,1,N,108,127,2,30.62,0.5,0.5,0.0,0.0,0.3,31.92,2.5
8160,2,2017-01-12 03:03:10,2017-01-12 03:18:41,1,12.57,1,N,256,67,2,43.24,0.0,0.5,0.0,0.0,0.3,44.04,2.5
8161,1,2017-01-12 03:04:30,2017-01-12 03:17:10,1,3.66,1,N,95,235,1,16.87,1.0,0.5,3.77,0.0,0.3,22.44,2.5
8162,1,2017-01-12 03:06:07,2017-01-12 03:27:31,1,1.66,1,N,264,68,2,19.69,0.0,0.5,0.0,0.0,0.3,20.49,0.0
8163,2,2017-01-12 03:07:36,2017-01-12 04:25:29,2,8.11,1,N,22,68,2,62.29,1.0,0.5,0.0,0.0,0.3,64.09,2.5
8164,1,2017-01-12 03:09:58,2017-01-12 03:23:03,2,3.52,1,Y,134,10,1,16.36,0.0,0.5,3.64,0.0,0.3,20.8,2.5
8165,1,2017-01-12 03:14:04,2017-01-12 03:24:37,1,3.55,1,N,111,22,1,17.88,0.5,0.5,3.07,0.0,0.3,22.25,2.5
8166,1,2017-01-12 03:15:36,2017-01-12 03:54:56,2,4.31,1,Y,32,229,1,33.52,1.0,0.5,8.09,0.0,0.3,43.41,2.5
8167,2,2017-01-12 03:15:39,2017-01-12 03:23:22,1,1.31,1,N,42,54,1,9.5,0.5,0.5,1.12,0.0,0.3,11.92,0.0
8168,1,2017-01-12 03:15:44,2017-01-12 04:03:20,3,1.17,1,N,114,200,2,28.71,0.0,0.5,0.0,0.0,0.3,29.51,2.5
8169,1,2017-01-12 03:19:37,2017-01-12 03:23:46,1,5.26,1,N,27,250,1,18.22,0.0,0.5,4.08,0.0,0.3,23.1,2.5
8170,2,2017-01-12 03:22:47,2017-01-12 03:53:01,1,2.13,1,N,165,122,1,21.85,0.0,0.5,2.29,0.0,0.3,24.94,2.5
8171,2,2017-01-12 03:22:48,2017-01-12 03:30:31,2,4.5,1,N,243,150,2,17.05,0.0,0.5,0.0,0.0,0.3,17.85,2.5
8172,2,2017-01-12 03:23:19,2017-01-12 03:30:52,1,2.85,2,N,109,6,2,13.76,0.0,0.5,0.0,8.0,0.3,22.56,0.0
8173,1,2017-01-12 03:24:42,2017-01-12 03:44:28,2,6.62,1,N,28,8,1,30.8,0.0,0.5,4.6,0.0,0.3,36.2,0.0
8174,2,2017-01-12 03:27:50,2017-01-12 03:56:16,1,10.05,1,N,172,186,1,40.99,1.0,0.5,7.41,0.0,0.3,50.2,2.5
8175,1,2017-01-12 03:30:59,2017-01-12 03:55:21,1,3.36,1,N,135,200,1,22.47,1.0,0.5,3.51,0.0,0.3,27.78,2.5
8176,1,2017-01-12 03:32:26,2017-01-12 03:41:42,1,5.59,1,N,9,134,1,20.26,0.0,0.5,3.68,0.0,0.3,24.74,2.5
8177,2,2017-01-12 03:36:11,2017-01-12 04:03:39,3,2.89,1,N,220,223,1,24.62,1.0,0.5,3.26,0.0,0.3,29.68,2.5
8178,1,2017-01-12 03:36:18,2017-01-12 03:44:40,5,7.82,1,N,127,135,1,25.19,0.0,0.5,4.88,0.0,0.3,30.87,0.0
8179,1,2017-01-12 03:43:56,2017-01-12 03:56:29,1,0.94,1,N,150,90,1,10.03,0.0,0.5,1.54,0.0,0.3,12.37,2.5
8180,1,2017-01-12 03:45:19,2017-01-12 03:55:19,4,4.59,1,N,175,203,1,18.84,1.0,0.5,4.29,0.0,0.3,24.93,2.5
8181,1,2017-01-12 03:45:42,2017-01-12 03:59:12,1,2.19,1,N,56,40,1,15.37,0.0,0.5,3.38,0.0,0.3,19.55,2.5
8182,1,2017-01-12 03:45:50,2017-01-12 03:56:06,1,4.66,1,N,219,66,2,18.42,0.0,0.5,0.0,0.0,0.3,19.22,2.5
8183,2,2017-01-12 03:48:37,2017-01-12 04:05:37,1,2.68,1,N,217,265,2,18.52,0.5,0.5,0.0,0.0,0.3,19.82,2.5
8184,1,2017-01-12 03:49:39,2017-01-12 03:55:28,1,3.97,1,N,107,167,2,16.2,0.0,0.5,0.0,0.0,0.3,17.0,2.5
8185,1,2017-01-12 03:55:01,2017-01-12 04:17:40,1,2.23,1,N,171,66,1,20.21,0.0,0.5,2.95,0.0,0.3,23.96,2.5
8186,1,2017-01-12 03:56:31,2017-01-12 04:07:03,1,0.35,3,N,162,190,2,10.2,0.0,0.5,0.0,8.0,0.3,19.0,2.5
8187,2,2017-01-12 03:57:34,2017-01-12 04:04:44,1,7.28,1,N,73,189,2,26.38,1.0,0.5,0.0,0.0,0.3,28.18,2.5
8188,2,2017-01-12 03:57:34,2017-01-12 04:28:27,5,0.7,1,N,127,107,2,20.38,0.0,0.5,0.0,0.0,0.3,21.18,2.5
8189,1,2017-01-12 03:58:11,2017-01-12 04:53:21,1,1.33,1,N,5,231,2,34.06,1.0,0.5,0.0,0.0,0.3,35.86,2.5
8190,2,2017-01-12 04:00:29,2017-01-12 04:22:37,2,4.14,1,N,111,214,1,23.07,0.0,0.5,3.01,0.0,0.3,26.88,2.5
8191,1,2017-01-12 04:01:34,2017-01-12 04:19:18,1,4.17,1,N,223,119,1,21.62,0.5,0.5,3.24,0.0,0.3,26.16,2.5
8192,1,2017-01-12 04:03:10,2017-01-12 04:14:35,2,6.12,1,N,235,32,1,25.48,0.0,0.5,5.87,0.0,0.3,32.15,2.5
8193,1,2017-01-12 04:04:44,2017-01-12 04:10:38,1,4.08,1,N,143,241,1,17.46,0.5,0.5,1.79,0.0,0.3,20.55,2.5
8194,1,2017-01-12 04:06:34,2017-01-12 04:29:01,1,7.14,1,N,84,230,2,33.89,0.0,0.5,0.0,0.0,0.3,34.69,2.5
8195,1,2017-01-12 04:06:38,2017-01-12 04:11:39,4,5.3,1,N,87,1,1,16.85,0.0,0.5,2.62,0.0,0.3,20.27,2.5
8196,2,2017-01-12 04:09:51,2017-01-12 04:30:35,5,0.85,1,N,252,197,1,15.17,0.0,0.5,2.01,0.0,0.3,17.98,0.0
8197,1,2017-01-12 04:13:31,2017-01-12 04:17:59,4,3.27,1,N,222,135,1,13.55,0.0,0.5,1.58,0.0,0.3,15.93,2.5
8198,2,2017-01-12 04:14:10,2017-01-12 04:31:27,6,1.87,1,N,194,95,1,17.04,1.0,0.5,3.73,0.0,0.3,22.57,2.5
8199,1,2017-01-12 04:15:27,2017-01-12 04:52:22,1,11.02,1,N,36,251,2,49.44,0.0,0.5,0.0,0.0,0.3,50.24,0.0
8200,1,2017-01-12 04:20:22,2017-01-12 04:39:43,1,1.82,1,N,150,129,1,16.29,1.0,0.5,2.18,0.0,0.3,20.27,2.5
8201,1,2017-01-12 04:21:00,2017-01-12 04:53:33,4,5.3,1,N,79,242,1,30.3,0.5,0.5,5.92,0.0,0.3,37.52,2.5
8202,2,2017-01-12 04:23:53,2017-01-12 05:05:55,1,0.96,1,N,92,114,2,25.04,0.0,0.5,0.0,0.0,0.3,25.84,2.5
8203,1,2017-01-12 04:24:36,2017-01-12 04:40:01,3,2.58,1,N,78,25,1,19.37,0.0,0.5,4.01,0.0,0.3,24.18,2.5
8204,2,2017-01-12 04:27:46,2017-01-12 05:22:41,3,3.16,1,N,223,121,1,40.48,0.0,0.5,6.35,0.0,0.3,47.63,0.0
8205,1,2017-01-12 04:28:32,2017-01-12 04:40:50,1,0.9,1,N,244,144,1,11.39,0.0,0.5,2.31,0.0,0.3,14.5,2.5
8206,1,2017-01-12 04:29:07,2017-01-12 04:36:40,3,2.29,1,N,189,5,2,12.42,1.0,0.5,0.0,0.0,0.3,14.22,2.5
8207,1,2017-01-12 04:33:18,2017-01-12 04:40:48,1,4.14,1,N,250,8,1,18.59,0.0,0.5,2.76,0.0,0.3,22.15,2.5
8208,1,2017-01-12 04:37:19,2017-01-12 05:06:33,1,6.2,1,N,76,208,1,30.96,1.0,0.5,4.69,0.0,0.3,37.45,2.5
8209,1,2017-01-12 04:38:18,2017-01-12 04:50:56,3,5.7,1,N,259,121,1,22.47,0.5,0.5,3.25,0.0,0.3,27.02,2.5
8210,1,2017-01-12 04:39:27,2017-01-12 04:50:30,1,3.2,1,N,220,103,1,15.56,0.5,0.5,3.04,0.0,0.3,19.9,2.5
8211,2,2017-01-12 04:39:28,2017-01-12 05:04:39,1,4.06,1,N,260,204,1,22.25,0.0,0.5,3.09,0.0,0.3,26.14,2.5
8212,1,2017-01-12 04:46:59,2017-01-12 04:52:00,5,1.26,1,N,134,52,1,8.51,0.5,0.5,1.21,0.0,0.3,11.02,2.5
8213,2,2017-01-12 04:48:52,2017-01-12 06:23:04,1,0.81,5,N,82,216,1,49.55,1.0,0.5,7.38,0.0,0.3,58.73,2.5
8214,1,2017-01-12 04:51:11,2017-01-12 04:57:48,1,2.89,1,N,11,74,1,15.43,0.5,0.5,2.46,0.0,0.3,19.19,2.5
8215,2,2017-01-12 04:53:42,2017-01-12 05:16:46,3,1.07,1,N,9,166,2,16.06,0.0,0.5,0.0,0.0,0.3,16.86,2.5
8216,2,2017-01-12 04:53:45,2017-01-12 05:15:41,2,0.54,1,N,5,22,2,12.83,0.5,0.5,0.0,0.0,0.3,14.13,2.5
8217,1,2017-01-12 04:58:26,2017-01-12 05:11:59,1,2.33,1,N,149,90,1,13.06,0.0,0.5,1.52,0.0,0.3,15.38,2.5
8218,1,2017-01-12 05:00:06,2017-01-12 05:32:43,1,2.29,1,N,99,119,1,27.48,0.5,0.5,4.7,0.0,0.3,33.48,0.0
8219,2,2017-01-12 05:01:47,2017-01-12 05:28:28,1,1.58,1,Y,12,134,1,18.45,0.5,0.5,2.44,0.0,0.3,22.19,2.5
8220,2,2017-01-12 05:05:08,2017-01-12 05:19:01,3,3.83,1,N,110,135,1,19.58,0.0,0.5,3.67,0.0,0.3,24.05,2.5
8221,1,2017-01-12 05:08:36,2017-01-12 05:31:51,2,4.29,1,N,46,259,1,22.02,0.5,0.5,2.71,0.0,0.3,26.03,2.5
8222,1,2017-01-12 05:10:53,2017-01-12 05:14:05,3,3.98,5,N,79,166,2,14.66,0.5,0.5,0.0,0.0,0.3,15.96,2.5
8223,2,2017-01-12 05:12:20,2017-01-12 05:23:39,3,2.42,1,N,202,206,2,11.29,0.5,0.5,0.0,0.0,0.3,12.59,2.5
8224,1,2017-01-12 05:23:06,2017-01-12 05:45:11,1,2.1,2,N,15,57,1,21.3,0.5,0.5,3.46,5.76,0.3,31.82,2.5
8225,2,2017-01-12 05:24:18,2017-01-12 05:33:44,1,1.16,1,N,49,44,1,10.26,0.0,0.5,2.33,0.0,0.3,13.39,2.5
8226,1,2017-01-12 05:30:42,2017-01-12 05:44:51,2,2.71,1,N,233,224,1,15.57,1.0,0.5,2.08,0.0,0.3,19.45,2.5
8227,1,2017-01-12 05:31:54,2017-01-12 05:45:04,1,5.01,1,N,63,44,2,18.58,0.0,0.5,0.0,0.0,0.3,19.38,0.0
8228,2,2017-01-12 05:35:56,2017-01-12 05:40:28,1,2.6,1,N,240,84,2,11.29,0.0,0.5,0.0,0.0,0.3,12.09,2.5
8229,2,2017-01-12 05:36:25,2017-01-12 06:04:47,4,3.15,2,N,118,202,1,23.31,0.5,0.5,3.19,6.12,0.3,33.92,2.5
8230,1,2017-01-12 05:37:59,2017-01-12 05:54:24,1,3.46,1,N,43,243,1,20.04,0.5,0.5,2.75,0.0,0.3,24.09,2.5
8231,2,2017-01-12 05:38:23,2017-01-12 05:44:57,2,2.62,1,N,199,84,2,13.37,0.5,0.5,0.0,0.0,0.3,14.67,2.5
8232,2,2017-01-12 05:38:38,2017-01-12 06:33:19,2,1.74,1,N,189,221,1,33.25,0.5,0.5,4.66,0.0,0.3,39.21,2.5
8233,2,2017-01-12 05:38:53,2017-01-12 05:56:00,1,2.85,1,N,209,101,1,19.51,0.0,0.5,2.9,0.0,0.3,23.21,0.0
8234,1,2017-01-12 05:41:01,2017-01-12 05:58:45,1,3.55,1,N,263,246,3,21.18,0.5,0.5,0.0,0.0,0.3,22.48,2.5
8235,2,2017-01-12 05:41:18,2017-01-12 05:55:19,2,4.39,1,N,118,57,1,21.64,0.0,0.5,2.55,0.0,0.3,24.99,2.5
8236,2,2017-01-12 05:45:04,2017-01-12 06:42:01,1,14.27,1,N,166,153,2,66.41,0.0,0.5,0.0,0.0,0.3,67.21,2.5
8237,2,2017-01-12 05:46:00,2017-01-12 06:14:48,1,3.14,1,N,223,65,1,26.32,0.0,0.5,3.65,0.0,0.3,30.77,2.5
8238,2,2017-01-12 05:47:55,2017-01-12 05:57:05,1,4.05,1,N,192,229,1,18.25,0.5,0.5,2.84,0.0,0.3,22.39,2.5
8239,1,2017-01-12 05:48:35,2017-01-12 05:52:05,1,1.71,1,N,10,8,1,7.85,1.0,0.5,1.4,0.0,0.3,11.05,2.5
8240,2,2017-01-12 05:49:13,2017-01-12 06:13:20,2,3.12,1,N,72,252,2,24.45,0.0,0.5,0.0,0.0,0.3,25.25,2.5
8241,2,2017-01-12 05:49:30,2017-01-12 06:03:13,1,1.35,1,N,225,44,1,13.67,0.0,0.5,3.18,0.0,0.3,17.65,0.0
8242,1,2017-01-12 05:49:34,2017-01-12 06:01:15,1,1.02,1,N,63,190,2,10.28,0.0,0.5,0.0,0.0,0.3,11.08,0.0
8243,1,2017-01-12 05:50:08,2017-01-12 06:03:38,1,1.31,1,N,36,108,3,12.65,0.0,0.5,0.0,0.0,0.3,13.45,2.5
8244,1,2017-01-12 05:50:30,2017-01-12 05:54:45,1,2.92,1,N,10,249,1,12.42,0.0,0.5,2.66,0.0,0.3,15.88,2.5
8245,2,2017-01-12 05:51:13,2017-01-12 06:07:43,1,0.81,1,N,175,196,1,14.13,1.0,0.5,1.71,0.0,0.3,17.64,2.5
8246,1,2017-01-12 05:56:05,2017-01-12 06:08:40,1,3.52,1,Y,158,130,1,18.46,0.0,0.5,2.36,0.0,0.3,21.62,2.5
8247,2,2017-01-12 05:57:00,2017-01-12 06:07:58,1,3.03,1,N,38,98,1,15.27,0.5,0.5,2.37,0.0,0.3,18.94,2.5
8248,2,2017-01-12 05:57:28,2017-01-12 06:13:10,1,1.09,3,N,253,156,1,12.16,0.5,0.5,1.83,8.0,0.3,23.29,0.0
8249,2,2017-01-12 05:58:25,2017-01-12 06:43:06,5,2.25,1,N,193,36,1,28.77,0.0,0.5,6.33,0.0,0.3,35.9,2.5
8250,2,2017-01-12 06:01:48,2017-01-12 06:13:38,1,2.28,1,N,109,224,2,15.71,0.5,0.5,0.0,0.0,0.3,17.01,2.5
8251,2,2017-01-12 06:05:53,2017-01-12 06:41:54,1,5.1,1,N,49,3,1,31.71,0.0,0.5,6.8,0.0,0.3,39.31,0.0
8252,1,2017-01-12 06:07:55,2017-01-12 06:24:43,3,1.58,1,N,258,88,1,14.69,0.5,0.5,3.46,0.0,0.3,19.45,2.5
8253,2,2017-01-12 06:11:35,2017-01-12 06:49:53,1,7.67,1,N,204,34,1,40.35,1.0,0.5,8.16,0.0,0.3,50.31,0.0
8254,1,2017-01-12 06:12:24,2017-01-12 06:26:46,3,2.29,1,N,37,12,1,14.48,0.0,0.5,2.1,0.0,0.3,17.38,2.5
8255,2,2017-01-12 06:15:46,2017-01-12 06:23:54,2,2.21,1,N,48,15,1,10.51,0.0,0.5,1.58,0.0,0.3,12.89,0.0
8256,1,2017-01-12 06:16:10,2017-01-12 07:22:46,1,0.64,1,N,35,177,1,38.98,0.0,0.5,8.23,0.0,0.3,48.01,0.0
8257,2,2017-01-12 06:17:07,2017-01-12 06:47:41,1,0.26,1,N,133,262,1,17.65,0.0,0.5,2.56,0.0,0.3,21.01,2.5
8258,2,2017-01-12 06:19:07,2017-01-12 06:59:59,2,2.09,1,N,52,38,2,28.32,0.0,0.5,0.0,0.0,0.3,29.12,2.5
8259,2,2017-01-12 06:19:35,2017-01-12 06:42:27,2,0.83,1,N,238,199,2,15.24,0.5,0.5,0.0,0.0,0.3,16.54,2.5
8260,1,2017-01-12 06:20:20,2017-01-12 06:36:01,1,1.24,1,N,106,263,1,12.45,0.5,0.5,2.29,0.0,0.3,16.04,2.5
8261,1,2017-01-12 06:21:59,2017-01-12 06:51:59,3,2.32,1,N,170,220,1,21.5,0.0,0.5,2.22,0.0,0.3,24.52,0.0
8262,2,2017-01-12 06:22:41,2017-01-12 06:45:19,1,6.68,1,N,118,142,2,30.87,1.0,0.5,0.0,0.0,0.3,32.67,2.5
8263,1,2017-01-12 06:25:26,2017-01-12 06:35:47,1,2.38,1,N,65,264,2,11.83,1.0,0.5,0.0,0.0,0.3,13.63,2.5
8264,2,2017-01-12 06:27:36,2017-01-12 06:48:27,1,2.28,1,N,193,245,1,18.31,0.5,0.5,3.5,0.0,0.3,23.11,0.0
8265,1,2017-01-12 06:29:31,2017-01-12 06:41:19,1,1.87,1,N,32,171,1,12.48,0.0,0.5,1.48,0.0,0.3,14.76,0.0
8266,2,2017-01-12 06:32:33,2017-01-12 06:38:39,1,3.51,1,N,247,246,2,12.28,0.5,0.5,0.0,0.0,0.3,13.58,2.5
8267,1,2017-01-12 06:32:56,2017-01-12 06:47:18,1,17.39,1,N,256,83,1,53.1,0.0,0.5,12.04,0.0,0.3,65.94,2.5
